0,1,2,3,4,5,6,7,8
N7412,CARBON GREEN BIOENERGY,7795 SADDLEBAG LAKE RD,LAKE ODESSA,"48849
BARRY",View,View,,
U34110363,CARGILL,3100 BONANZA ROAD,LAKE ODESSA,"48849
IONIA",View,,,
N2199,FRANKLIN METALS TRADING CORPORATION,609 TUPPER LAKE ST,LAKE ODESSA,"48849
IONIA",View,View,,
P0541,LAKEWOOD WASTEWATER AUTHORITY,13751 HARWOOD ROAD,LAKE ODESSA,"48849
IONIA",View,View,,
N6352,TWIN CITY FOODS INC,1315 SHERMAN ST,LAKE ODESSA,"48849
IONIA",View,,,
B7364,CROP PRODUCTION SERVICES - WOODBURY,211 REESE ST,WOODBURY,"48849
EATON",View,,,
U591702320 COMMERCIAL BUILDING,,8974 WEST HOWARD CITY EDMORE RD,LAKEVIEW,"48850
MONTCALM",View,,,
U591907123 SUBWAY RESTAURANT,,9605 N. GREENVILLE RD,LAKEVIEW,"48850
MONTCALM",View,,,
U341504733 PREMIUM MACHINE  AND TOOL,,207 WATER STREET,LYONS,"48851
IONIA",View,,,
U331907768 APPLIED FLOORING,,4200 LEGION DR SUITE C,MASON,"48854
INGHAM",View,,,
N3609,"ARCOSA SHORING PRODUCTS, INC.",685 HULL RD,MASON,"48854
INGHAM",View,,,
N5948,CLEANLITES RECYCLING,665 HULL RD,MASON,"48854
INGHAM",View,View,,
D8065,DART CONTAINER CORPORATION OF MICHIGAN,432  HOGSBACK RD,MASON,"48854
INGHAM","View
View",,,
B1644,EATON FARM BUREAU CO-OP/MASON ELEVATOR CO.,104 S LANSING ST,MASON,"48854
INGHAM",View,,,
P0664,EATON FARM BUREAU/MASON ELEVATOR CO.-NORTH SITE,600 CURTIS STREET,MASON,"48854
INGHAM",View,,,
N6258,GESTAMP MASON,200 KIPP RD,MASON,"48854
INGHAM",View,,,
N8053,HAWKINS HOMESTEAD,4904 W BARNES RD,MASON,"48854
INGHAM",View,View,,
N2398,HOLT PRODUCTS CO,4200 LEGION DRIVE,MASON,"48854
INGHAM",View,,,
N1858,LAUNSTEIN HARDWOOD PRODUCTS,384 S EVERY RD,MASON,"48854
INGHAM",View,,,
N5663,NITREX METAL TECHNOLOGIES INC,822 KIM DR,MASON,"48854
INGHAM",View,View,,
N7933,ORCHID ORTHOPEDIC SOLUTIONS PLANT C,1365 N CEDAR ST,MASON,"48854
INGHAM",View,,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
B5817,"RIETH-RILEY CONSTRUCTION CO., INC.",2325 KIPP RD,MASON,"48854
INGHAM",View,View,,
N2135,SAFETY-KLEEN CORP,700 ZIMMERMAN RD,MASON,"48854
INGHAM",View,,,
U331907769 XG SCIENCES,,4215 LEGION DR.,MASON,"48854
INGHAM",View,,,
P0341,TRIBAR MANUFACTURING,2211 GRAND COMMERCE DRIVE,BRIGHTON,"48855
LIVINGSTON",View,,,
M3615,"AMERICAN MANUFACTURING, INC.",5835 FISHER ROAD,HOWELL,"48855
LIVINGSTON",View,,,
U471700150 PRECISE FINISHING,,1650 N. BURKHART ROAD,HOWELL,"48855
LIVINGSTON",View,,,
P0805,"PRECISE FINISHING SYSTEMS, INC.",1650 N BURKHART ROAD,HOWELL,"48855
LIVINGSTON",,View,,
U47110552,TRUCK-TECH REFURBISHING INC.,1880 HYDRAULIC DRIVE,HOWELL,"48855
LIVINGSTON",View,,,
N2198,GRUPO ANTOLIN HOWELL,3705  WEST GRAND RIVER RD.,HOWELL TWP,"48855
LIVINGSTON",View,View,,
P1193,"DOUBLE EAGLE RNG, LLC",5742 SOUTH PENDELL ROAD,MIDDLETON,"48856
GRATIOT",,View,,
P0436,MICHIGAN AGRICULTURAL COMMODITIES INC. - NEWTON ST,305 N NEWTON STREET,MIDDLETON,"48856
GRATIOT",View,View,,
N3975,MICHIGAN AGRICULTURAL COMMODITIES INC-CAROLINE ST,306 N CAROLINE,MIDDLETON,"48856
GRATIOT",View,,,
N6703,"HUBSCHER & SON, INC. - DEERFIELD PLANT",3400 SOUTH LITTLEFIELD ROAD,DEERFIELD TWP,"48858
ISABELLA",View,,,
N6843,CENTRAL MICH CREMATORY,455 N MASON,MASON,"48858
INGHAM",View,View,,
B1620,CENTRAL ASPHALT INC.,2290 MAY ST,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
K2465,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DR,MOUNT PLEASANT,"48858
ISABELLA",View,,,
P1150,"DAISY HILL, INC.",3737 SOUTH ISABELLA ROAD,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
N6803,DAYCO PRODUCTS LLC,1799 GOVER PARKWAY,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
N5974,FISHER CONSTRUCTION AGGREGATES,900 S. BRADLEY STREET,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
N5976,FISHER CONSTRUCTION AGGREGATES,900 S. BRADLEY STREET,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
P0138,FISHER CONSTRUCTION AGGREGATES,900 S. BRADLEY,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
P0156,FISHER CONSTRUCTION AGGREGATES,900 S. BRADLEY STREET,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
P0806,FISHER CONSTRUCTION AGGREGATES,900 S. BRADLEY STREET,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
N2344,ITW FOILS,1011 INDUSTRIAL AVE,MOUNT PLEASANT,"48858
ISABELLA",,View,,
N6624,"TPI PETROLEUM, INC. ROOSEVELT SITE",502 W PICKARD STREET,MOUNT PLEASANT,"48858
ISABELLA",View,View,,
U372000444 COMMERCIAL BUILDING,,2261 E. REMUS RD,MT. PLEASANT,"48858
ISABELLA",View,,,
U371707287 MISSION CREEK,,1651 BAMBER ST,MT. PLEASANT,"48858
ISABELLA",View,,,
K2460,CENTRAL MICHIGAN UNIVERSITY,1720 S. EAST CAMPUS DRIVE,MOUNT PLEASANT,"48859
ISABELLA","View
View",,,
N8293,SMITH CONCRETE PRODUCTS,3282 S CRAPO RD,NORTH STAR,"48862
GRATIOT",View,View,,
B4158,"EAST LAWN MEMORY GARDENS, INC",2400 BENNETT ROAD,OKEMOS,"48864
INGHAM",View,,,
U332000142 VACANT BUILDING,,2085 GRAND RIVER AVE,OKEMOS,"48864
INGHAM",View,,,
M4206,AGRELIANT GENETICS,9915 W M-21,OVID,"48866
SHIAWASSEE",View,,,
N8066,CARL SCHLEGEL INC,9464 WEST M-21,OVID,"48866
SHIAWASSEE",View,View,,
U191701599 HANSEN QUIK STOP,,8998 E. M-21,OVID,"48866
CLINTON",View,,,
B7090,MICHIGAN MILK PRODUCERS ASSOCIATION,431 W WILLIAMS ST,OVID,"48866
CLINTON",View,View,,
C9903,OVID HEALTHCARE CENTER,9480 EAST M-21,OVID,"48866
CLINTON",View,,,
N5981,AIRGAS SPECIALTY PRODUCTS,2271 W DEWEY RD,OWOSSO,"48867
SHIAWASSEE",View,,,
N7932,AMERICAN RECYCLING CENTER INC,655 WABASSEE DR,OWOSSO,"48867
SHIAWASSEE",View,View,,
N5966,"ANDERSON FERTILIZERS, INC.",2301 WEST DEWEY,OWOSSO,"48867
SHIAWASSEE",View,,,
P1073,CARGILL FEED MILL,1510 HATHAWAY DRIVE,OWOSSO,"48867
SHIAWASSEE",View,,,
N0022,CIE NEWCOR MTG OWOSSO,401 SOUTH CHESTNUT,OWOSSO,"48867
SHIAWASSEE",View,View,,
U782102248 COMMERCIAL,,1441 E. MAIN ST,OWOSSO,"48867
SHIAWASSEE",View,,,
N7887,DON'S AUTO & TRUCK SERVICE,2153 W MAIN ST,OWOSSO,"48867
SHIAWASSEE",,View,,
N5716,EXCEL PATTERN AND TOOL,1655 INDUSTRIAL DR,OWOSSO,"48867
SHIAWASSEE",View,,,
P0590,FROMM FARMS LLC,815 E WILDERMUTH RD,OWOSSO,"48867
SHIAWASSEE",View,View,,
P0623,FUOSS GRAVEL COMPANY,777 BUSHA RD,OWOSSO,"48867
SHIAWASSEE",View,View,,
U781505323 FUOSS GRAVEL COMPANY,,777 BUSHA ROAD,OWOSSO,"48867
SHIAWASSEE",View,,,
B0070,GEORGIA-PACIFIC CORRUGATED LLC-OWOSSO FACILITY,465 S DELANEY RD,OWOSSO,"48867
SHIAWASSEE",View,View,,
N2430,"GREAT LAKES COMPOSITE, LLC",401 S DELANEY RD,OWOSSO,"48867
SHIAWASSEE","View
View",,,
U782002292 GW FRAZEUR INC,,2301 DEWEY RD,OWOSSO,"48867
SHIAWASSEE",View,,,
N7296,INDIAN TRAILS INC.,109 E. COMSTOCK ST.,OWOSSO,"48867
SHIAWASSEE",,View,,
M1983,MEMORIAL HEALTHCARE CENTER,826 W KING ST,OWOSSO,"48867
SHIAWASSEE",View,,,
M4259,"MIDWEST BUS REBUILDING DIVISION, MIDWEST BUS CORP.",1940 STEWART,OWOSSO,"48867
SHIAWASSEE",View,,,
N2741,MODERN SHIAWASSEE,599 S GOULD ST,OWOSSO,"48867
SHIAWASSEE",View,,,
H2781,MOTOR PRODUCTS - A DIVISION OF ALLIED MOTION TECH.,201 S DELANEY RD,OWOSSO,"48867
SHIAWASSEE",View,View,,
U781903083 MOWEN FUNERAL HOME,,409 W. MAIN ST,OWOSSO,"48867
SHIAWASSEE",View,,,
N6646,"OWOSSO GRAPHIC ARTS, INC",151 N DELANEY RD,OWOSSO,"48867
SHIAWASSEE",View,View,,
B5546,"OWOSSO READY MIX COMPANY, INC.",441 CLEVELAND STREET,OWOSSO,"48867
SHIAWASSEE",View,,,
B5549,OWOSSO WASTEWATER TREATMENT PLANT,1410 CHIPPEWA TRAIL,OWOSSO,"48867
SHIAWASSEE",View,,,
N0598,PADDLE WHEELER DIV. OF OWOSSO COMPOSITE LLC,403 S STATE ST,OWOSSO,"48867
SHIAWASSEE",View,,,
N2362,"PYRAMID PEAK COATINGS, LCC",630 S CHESTNUT STREET,OWOSSO,"48867
SHIAWASSEE",View,View,,
B2657,RUGGED LINER PLANT 2 (FORMERLY A.O. SMITH),200 UNIVERSAL DR,OWOSSO,"48867
SHIAWASSEE",View,,,
N7289,"SONOCO PROTECTIVE SOLUTIONS, INC.",123 NORTH CHIPMAN ST.,OWOSSO,"48867
SHIAWASSEE",View,View,,
B9181,SUNOCO PARTNERS MARKETING & TERMINALS L.P - OWOSSO,4004 W. MAIN STREET,OWOSSO,"48867
SHIAWASSEE",View,View,,
P0531,TIAL CAST,450 SOUTH SHIAWASSEE STREET,OWOSSO,"48867
SHIAWASSEE",View,View,,
B2546,TOLEDO COMMUTATOR CO,1101 S CHESTNUT ST,OWOSSO,"48867
SHIAWASSEE",View,,,
N3346,TRANSIT SERVICES OF OWOSSO,1070 AIKEN RD,OWOSSO,"48867
SHIAWASSEE",View,,,
N1308,TRI MER CORP,1400 MONROE,OWOSSO,"48867
SHIAWASSEE",View,,,
N5198,UNIVERSAL HANDLING EQUIPMENT CO OWOSSO LLC,1650 INDUSTRIAL DRIVE,OWOSSO,"48867
SHIAWASSEE",View,View,,
B8977,VIRON INTERNATIONAL CORPORATION,505 N HINTZ ROAD,OWOSSO,"48867
SHIAWASSEE",View,,,
N2022,WILLIAMSTON PRODUCTS,615 DELANEY RD,OWOSSO,"48867
SHIAWASSEE",View,,,
N5587,WOODARD-CM,210 S DELANEY RD,OWOSSO,"48867
SHIAWASSEE",View,View,,
U781800345 RESIDENCE,,291 SOUTH MAIN ST,PERRY,"48872
SHIAWASSEE",View,,,
U781800512 WILLIAM'S FURNITURE & CABINETS MANUFACTURING,,510 S. MAIN,PERRY,"48872
SHIAWASSEE",View,,,
N5352,CITY OF PORTLAND LIGHT AND POWER,723 EAST GRAND RIVER AVENUE,PORTLAND,"48875
IONIA",View,View,,
U34131678,CITY OF PORTLAND LIGHT AND POWER,723 EAST GRAND RIVER AVENUE,PORTLAND,"48875
IONIA",View,,,
P0490,MUNICIPAL SUPPLY COMPANY,2 INDUSTRIAL DRIVE,PORTLAND,"48875
IONIA",View,,,
N1340,PORTLAND IRON & METAL INC,3130 KNOLL RD   PO BOX 454,PORTLAND,"48875
IONIA",View,View,,
B5396,CITIZENS ELEVATOR,415 NELSON ST,POTTERVILLE,"48876
EATON",View,,,
P0063,MCPHEE ELECTRIC & TELECOMMUNICATIONS INC,6788 BILLWOOD HWY,POTTERVILLE,"48876
EATON",View,,,
D1431,POTTERVILLE HIGH SCHOOL,420 NORTH HIGH STREET,POTTERVILLE,"48876
EATON",View,,,
P0678,FUOSS GRAVEL COMPANY PTI 4-16,777 BUSHA ROAD,OWOSSO,"48877
SHIAWASSEE",View,View,,
N2157,DEVEREAUX SAWMILL,2872 N HUBBARDSTON RD,PEWAMO,"48877
IONIA",View,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
N3956,RIVERDALE FEED & GRAIN,6658 MILL ST,RIVERDALE,"48877
GRATIOT",View,,,
N8189,HILDEN OIL CO - HOUSE CRUDE OIL PRODUCTION FAC,T 15 N R 14 W  SECTION 18  ISABELLA TWP,ROSEBUSH,"48878
ISABELLA",View,View,,
N0539,SUMMIT PETROLEUM CORP - ROSEBUSH GAS PLANT,4725 N ISABELLA RD,ROSEBUSH,"48878
ISABELLA",View,,,
N7432,CARL SCHLEGEL INC.,3250 HARMON RD.,SAINT JOHNS,"48879
CLINTON",,View,,
N7232,"CARL SCHLEGEL, INC.",3715 N. CHANDLER RD,SAINT JOHNS,"48879
CLINTON",View,View,,
C9902,CLINTON MEMORIAL HOSPITAL,805 S OAKLAND,SAINT JOHNS,"48879
CLINTON",View,,,
N7746,CROP PRODUCTION SERVICES,1100 N FOREST HILL,SAINT JOHNS,"48879
CLINTON",View,View,,
B2407,"F.C. MASON CO., MFG. DIV.",310  E. STEEL,SAINT JOHNS,"48879
CLINTON",View,,,
N7361,"LES MILLER & SONS AGGREGATES, INC.",7250 N. FOREST HILL RD.,SAINT JOHNS,"48879
CLINTON",View,View,,
P0949,"LES MILLER & SONS AGGREGATES, INC.",7250 NORTH FOREST HILL ROAD,SAINT JOHNS,"48879
CLINTON",,View,,
A0859,MACO TOOL,210 SPRING STREET,SAINT JOHNS,"48879
CLINTON",View,View,,
B2866,"MAHLE ENGINE COMPONENTS USA, INC.",916 W. STATE ST.,SAINT JOHNS,"48879
CLINTON",View,View,,
P0681,"RAMPF GROUP, INC.",208 KUNTZ STREET,SAINT JOHNS,"48879
CLINTON",View,View,,
A0862,SAYLOR BEALL MFG CO INC,400 N KIBBEE,SAINT JOHNS,"48879
CLINTON",View,,,
N6913,SEARLES CONSTRUCTION - 45 PLANT,2900 N WILLIAMS RD,SAINT JOHNS,"48879
CLINTON",View,,,
N6914,SEARLES CONSTRUCTION - WASH PLANT,4551 N. AIRPORT ROAD,SAINT JOHNS,"48879
CLINTON",View,,,
P0954,"SPARTAN CHEESE, LLC AND PROLIANT DAIRY MICHIGAN",1640 TECHNICAL DR.,SAINT JOHNS,"48879
CLINTON",,View,,
U192100898 COMMERICAL BUILDING - GAS STATION,,709 WEST STATE ST,ST. JOHNS,"48879
CLINTON",View,,,
U191500652 OLYMPIAN TOOL,,604 N. U.S. 27,ST. JOHNS,"48879
CLINTON",View,,,
N5724,CITY OF ST. LOUIS,412 N. MILL ST.,SAINT LOUIS,"48880
GRATIOT",View,View,,
N2422,PLASTI PAINT INC,801 WOODSIDE DR,SAINT LOUIS,"48880
GRATIOT",View,View,,
U29147538,MOMENTUM INDUSTRIES,100 WOODSIDE DRIVE,ST. LOUIS,"48880
GRATIOT",View,,,
U29147718,NUTEC COATING,120 WOODSIDE DR.,ST. LOUIS,"48880
GRATIOT",View,,,
N5658,ADAC AUTOMOTIVE SARANAC PLANT,6138 RIVERSIDE DRIVE,SARANAC,"48881
IONIA",View,,,
N7757,HERBRUCK POULTRY RANCH,6425 GRAND RIVER AVE,SARANAC,"48881
IONIA",,View,,
P0247,"HERBRUCK POULTRY RANCH, GREEN MEADOW ORGANIC POUL",3896 GRAND RIVER,SARANAC,"48881
IONIA",,View,,
U341608226,IMPACT OPERATIONS LLC,8808 GRAND RIVER AVE,SARANAC,"48881
IONIA",View,,,
N6821,RELIABLE RELAMPING INC,6459 NASH HWY,SARANAC,"48881
IONIA",View,,,
P0604,RISNER SAND & GRAVEL LLC,7549 RIVERSIDE DRIVE,SARANAC,"48881
IONIA",,View,,
N5513,SARANAC TANK INC,100 W MAIN ST,SARANAC,"48881
IONIA",View,,,
U591900358 M-57 AUTOBODY,,1608 E CARSON CITY ROAD,SHERIDAN,"48884
MONTCALM",View,,,
P1157,"BRIGHTMARK WILLOW POINT RNG, LLC",5301 FLANNIGAN ROAD,ORLEANS,"48886
IONIA",,View,,
N3392,DTE GAS COMPANY - TAGGART COMPRESSOR STATION,10450  NEVINS ROAD,SIX LAKES,"48886
MONTCALM","View
View",,,
P0020,RIVERSIDE - KEARNEY 26 CPF,KEARNEY 26 CPF,BELLAIRE,"48888
ANTRIM",View,View,,
B7905,BLODGETT OIL COMPANY INC,4488 N SHERIDAN RD,STANTON,"48888
MONTCALM",,View,,
P0036,RIVERSIDE - OLD VANDY EAST CPF,OLD VANDY EAST CPF,VANDERBILT,"48888
OTSEGO",View,,,
B8712,CASSEL FARMS GRAIN SYSTEM,254 MAIN STREET,SUNFIELD,"48890
EATON",View,,,
P0629,HENNEY FARMS,12711 ROUND LAKE RD,SUNFIELD,"48890
EATON",View,View,,
U231504799 HENNEY FARMS,,9023 GRAND LEDGE HIGHWAY,SUNFIELD,"48890
EATON",View,,,
U59090184,PALLET SOLUTIONS,9932 KENDAVILLE RD,VESTABURG,"48891
MONTCALM",View,,,
P0767,PALLET SOLUTIONS BY THE DUTCH LEGACY COMPANY,9932 NORTHEAST KENDAVILLE ROAD,VESTABURG,"48891
MONTCALM",View,View,,
N6249,"WOLVERINE POWER, VESTABURG POWER PLANT",8614 VESTABURG ROAD NE,VESTABURG,"48891
MONTCALM",View,,,
B8863,ADM GRAIN COMPANY - WEBBERVILLE,2700 N. STOCKBRIDGE RD,WEBBERVILLE,"48892
INGHAM",View,,,
U331507212 MBH TRUCKING,,672 M-52,WEBBERVILLE,"48892
INGHAM",View,,,
N0863,THE ANDERSONS WEBBERVILLE OPERATION,2690 STOCKBRIDGE RD,WEBBERVILLE,"48892
INGHAM",View,View,,
P0215,ISABELLA PELLET,6900 W BASELINE RD,LAKE ISABELLA,"48893
ISABELLA",View,View,,
B8391,POHL OIL COMPANY,305 SOUTH WESTPHALIA STREET,WESTPHALIA,"48894
CLINTON",View,,,
N0033,BEKUM AMERICA CORPORATION,1140 W GRAND RIVER AVE,WILLIAMSTON,"48895
INGHAM",View,,,
P0915,JACKSON METAL CLEANING,1492 WEST GRAND RIVER AVENUE,WILLIAMSTON,"48895
INGHAM",View,View,,
N8261,JORGENSEN FARM ELEVATOR,2215 DIETZ RD,WILLIAMSTON,"48895
INGHAM",View,View,,
U331702969,L & T PAINTING,ELEVATOR ST,WILLIAMSTON,"48895
INGHAM",View,,,
N2496,WILLIAMSTON PRODUCTS INC (NORTH),845 PROGRESS COURT,WILLIAMSTON,"48895
INGHAM",View,,,
N1790,"WILLIAMSTON PRODUCTS, INC. (SOUTH)",1560 NOBLE RD,WILLIAMSTON,"48895
INGHAM",View,View,,
N1701,"MORBARK, LLC",8507 S WINN RD,WINN,"48896
ISABELLA",View,View,,
B1814,METALLURGICAL PROCESSING LLC,23075 WARNER AVE.,WARREN,"48901
MACOMB",View,View,,
P0290,CARL SCHLEGEL INC,16527 WOOD RD.,DEWITT,"48906
CLINTON",View,View,,
N6400,AIS CONSTRUCTION EQUIPMENT CORP,3950 N GRAND RIVER AVE,LANSING,"48906
INGHAM",,View,,
U33131544,BLIND SCHOOL,715 W WILLOW ST,LANSING,"48906
INGHAM",View,,,
N8035,CAPITAL REGION AIRPORT AUTHORITY,3170 WEST STATE RD,LANSING,"48906
CLINTON",View,View View,,
N7035,CARL SCHLEGEL INC.,16527 WOOD ROAD,LANSING,"48906
CLINTON",View,,,
N7077,EMERGENT BIOSOLUTIONS,3500 N MARTIN LUTHER KING JR BLVD,LANSING,"48906
INGHAM",View,View,,
U33110414,ENPROTECH,16800 INDUSTRIAL PARKWAY,LANSING,"48906
INGHAM",View,,,
P0046,ETM ENTERPRISES,5597 W GRAND RIVER,LANSING,"48906
CLINTON",View,,,
N0951,FRIEDLAND INDUSTRIES INC,405 EAST MAPLE STREET,LANSING,"48906
INGHAM",View,,,
N5997,GRANGER WOOD STREET LANDFILL,16980 WOOD ROAD,LANSING,"48906
CLINTON",View,View View,,
U33100501,HIGH GRADE MATERIALS CO.,1800 TURNER ST.,LANSING,"48906
INGHAM",View,,,
P0144,JACKSON NATIONAL LIFE,2005 SEAGER ST,LANSING,"48906
INGHAM",View,View,,
N7138,KIRCHHOFF VAN-ROB,16325 FELTON ROAD,LANSING,"48906
CLINTON",View,View,,
A1597,LANSING PLATING COMPANY,1303 CASE STREET,LANSING,"48906
INGHAM",View,,,
A1640,LOC PERFORMANCE PRODUCTS,1600 N LARCH ST,LANSING,"48906
INGHAM",View,View,,
P0105,MACKENZIE RECYCLING CORP,2810 CHAMBERLAIN  ROAD,LANSING,"48906
INGHAM",,View,,
N1761,MICHIGAN PAVING AND MATERIALS - SPARTAN ASPHALT,16777 WOOD STREET,LANSING,"48906
CLINTON",View,View,,
B5215,MPLX TERMINALS LLC - LANSING TERMINAL,6300 W GRAND RIVER,LANSING,"48906
CLINTON",View,View,,
N3531,"MULTI PACKAGING SOLUTIONS, INC.",5800 W GRAND RIVER AVENUE,LANSING,"48906
CLINTON",View,View,,
B5627,"NEXEO SOLUTIONS, LLC (DBA UNIVAR SOLUTIONS USA)",2011 TURNER ST,LANSING,"48906
INGHAM",View,View,,
N3109,NWH ROOF & FLOOR TRUSS SYSTEMS,16775 INDUSTRIAL PARKWAY,LANSING,"48906
CLINTON",View,,,
U33140956,OLD BLIND SCHOOL,715 W WILLOW,LANSING,"48906
INGHAM",View,,,
U331802461 RESIDENCE,,635 BROOK ST,LANSING,"48906
INGHAM",View,,,
U331803396 RESIDENCE,,1001 N PINE STREET,LANSING,"48906
INGHAM",View,,,
P0103,STONECO OF MICHIGAN (FORMERLY CYDI),3275 N. MARTIN LUTHER KING JR. BLVD.,LANSING,"48906
INGHAM",View,View,,
N3387,"TRUCK COLLISION SERVICES, INC.",16260 FELTON ROAD,LANSING,"48906
CLINTON",View,,,
B8225,MRP PROPERTIES LLC FORMER TOTAL BULK PLANT,100 NORTH CEDAR STREET,IMLAY CITY,"48909
LAPEER",,View,,
P0466,KIWI & COMPANY,7019 WEST Q AVENUE,KALAMAZOO,"48909
KALAMAZOO",,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
N0710,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,3350 N MARTIN LUTHER KING BLVD.,LANSING,"48909
INGHAM",View,View,,
M2017,SPARROW HEALTH SYSTEM,1215 E MICHIGAN AVE,LANSING,"48909
INGHAM",View,View,,
N2473,"ATMOSPHERE ANNEALING, LLC",209-1 WEST MT HOPE AVENUE,LANSING,"48910
INGHAM",View,View,,
N5470,BARYAMES CLEANERS INC,2423 S CEDAR ST,LANSING,"48910
INGHAM",View,,,
B2647,LBWL - ECKERT STATION & REO TOWN PLANT,1201 SOUTH WASHINGTON AVENUE,LANSING,"48910
INGHAM",View,View View,,
P1123,MCLAREN GREATER LANSING HOSPITAL,2900 COLLINS ROAD,LANSING,"48910
INGHAM",,View,,
A1590,MICHIGAN FORGE CO.,2807 S MARTIN LUTHER KING BLVD,LANSING,"48910
INGHAM",View,,,
N1162,MSU SRN K3249 FORMERLY MBI,3900 COLLINS RD,LANSING,"48910
INGHAM",View,View,,
P0765,OK AUTO MART,5020 S. PENNSYLVANIA,LANSING,"48910
INGHAM",View,View,,
N5917,OLEARY PAINT CO,415 BAKER ST,LANSING,"48910
INGHAM",View,,,
P0381,"PREMCOR REFINING GROUP, INC",3280 SOUTH WAVERLY ROAD,LANSING,"48910
EATON",View,,,
B8866,S & S DIE COMPANY,2727 LYONS AVENUE,LANSING,"48910
INGHAM",View,,,
P0951,SC ENVIRONMENTAL SERVICES,701 EAST SOUTH STREET,LANSING,"48910
INGHAM",View,View,,
N7614,SHAHEEN CHEVROLET INC.,3901 MARTIN LUTHER KING BLVD,LANSING,"48910
INGHAM",,View,,
P0114,SPEEDWAY SUPERAMERICA LLC (SSA #8789),3625 S CEDAR ST,LANSING,"48910
INGHAM",View,,,
U331801915 XG SCIENCES,,2100 S WASHINGTON AVENUE,LANSING,"48910
INGHAM",View,,,
A1614,BARNES AEROSPACE,5300 AURELIUS RD,LANSING,"48911
INGHAM",View,View,,
U332000341 COMMERCIAL BUILDING,,5656 S. CEDAR ST,LANSING,"48911
INGHAM",View,,,
N7911,JACKSON NATIONAL LIFE INS,5913 EXECUTIVE DR,LANSING,"48911
INGHAM",View,View,,
U33080620,L & L AGGREGATES,6153 AURELIUS,LANSING,"48911
INGHAM",View,,,
A1637,PRATT & WHITNEY AUTOAIR,5640 ENTERPRISE DR,LANSING,"48911
INGHAM",View,View,,
N7158,RAINBOW BRIDGE,5646 COMMERCE ST UNIT F,LANSING,"48911
INGHAM",View,View,,
U331907495 RESIDENCE,,4804 SIDNEY ST,LANSING,"48911
INGHAM",View,,,
P0330,SPEEDWAY LLC (STATION SITE #2212),3814 W JOLLY ROAD,LANSING,"48911
INGHAM",,View,,
N8176,SPEEDWAY SUPERAMERICA LLC (SSA 7090),6736 SOUTH CEDAR,LANSING,"48911
INGHAM",,View,,
P0032,SPEEDWAY SUPERAMERICA LLC SSA 2305,6041 S. PENNSYLVANIA AVE,LANSING,"48911
INGHAM",,View,,
N7759,SPRINT UNITED MANAGEMENT,5821 ENTERPRISE DR,LANSING,"48911
INGHAM",View,View,,
N7191,TECOMET DBA SYMMETRY MEDICAL,5212 AURELIUS RD.,LANSING,"48911
INGHAM",View,View,,
U331703681 BEES ASPHALT AND CONCRETE,,1035 BEECH ST,LANSING,"48912
INGHAM",View,,,
U33147006,DBI OFFICE INTERIORS,500 N LARCH ST,LANSING,"48912
INGHAM",View,,,
B5214,LBWL JOHN DYE WATER CONDITIONING PLANT,148 S. CEDAR ST,LANSING,"48912
INGHAM",View,View,,
U331900738 SOHN LINEN SERVICE,,2900 E GRAND RIVER AVENUE,LANSING,"48912
INGHAM",View,,,
P0011,"SPEEDWAY SUPERAMERICA, LLC (SSA #7207)",3029 E. KALAMAZOO ST.,LANSING,"48912
INGHAM",View,View,,
N0478,"ATMOSPHERE ANNEALING, LLC LANSING BASSETT FACILITY",1801 BASSETT ST,LANSING,"48915
INGHAM",View,View,,
U332004259 RESIDENCE,,913 W ALLEGAN,LANSING,"48915
INGHAM",View,,,
U332004260 RESIDENCE,,915 W ALLEGAN,LANSING,"48915
INGHAM",View,,,
U332101638 RESIDENCE,,"913, 915, & 921 W ALLEGAN",LANSING,"48915
INGHAM",View,,,
U231611706 AIR LIFT COMPANY,,2727 SNOW RD,LANSING,"48917
EATON",View,,,
P0101,BODYCOTE THERMAL PROCESSING,2127 WILLOW ST,LANSING,"48917
INGHAM",View,,,
U231611704 BRIDGEWATER,,2510 SNOW RD,LANSING,"48917
EATON",View,,,
P0198,CAPITAL ASPHALT,3888 S CANAL RD,LANSING,"48917
EATON",View,View,,
P1050,CINTAS CORPORATION,2408 S CANAL ROAD,LANSING,"48917
EATON",View,View,,
U232003833 COMMERCIAL,,4239 W. SAGINAW HWY,LANSING,"48917
EATON",View,,,
